WKT,LM_ASSET_ID,Signal_Type_NotUsed,Intersection_Name,Suburb,Local_Authority,IIT_DATE_COMMISSIONED,SITE_ID_REVISION,IIT_NO_PHASES,PHASE_TYPE,POLE_PAINT_CONDITION,CONTROLLER_PAINT_CONDITION,TIMING_CHART,CONFLICT_CHART,DETECTOR_CHART,CABLE_WIRING_CHARTS,PHASE_SEQ_CHART,As_Constructed_Drawings_Issued,A_DRAWING_CHANGE_REQD,LM_A_Drawing_No,LM_B_Drawing_No,DRAWING_COMMENT,Controller_Housing_Serial_Number,Module_Serial_Number,Controller_Date_Fitted,Controller_Watts,Controller_Type_NotUsed,Controller_Type_Mark,Lamp_Control_Boards,Housing_Size,Communications_Type_NotUsed,Dimming_Fitted,Dimming_VCR,Top_Hat_Fitted,PD204,PD208,PD212,PD216,RACK_TYPE,DETECTOR_MS,DETECTOR_SS,PD104,PD108,LDM404,LDM408,LDM412,LDM416,EIM16,EIM32,DET4,DET8,DET12,DET16,AGDU_typ,AGDU_qty,AGDU_typ_veh,AGDU_qty_veh,IIT_UPS,Aerial_Pole,Pole_Top_Isolator,UMS_Pit,IIT_SWB_NO,Metered,Meter_Number,Supply_Authority,Push_Button_Poles,Plain_Poles,Stubby_Push_Button_Poles,Overhead_Mast_Arm_Poles,CCTV_Poles,IIT_NO_POLES,Stubby_Protection_Poles,Ring_Main,Termination_Pits,STAR_System,Number_Metal_Finial_Clips,Number_Plastic_Finial_Clips,Total_Finial_Caps,Number_Termination_Pits,IIT_NO_RT_SIGNS_NO,IIT_NO_RED_LIGHT_CAMS,IIT_NO_AWFS,Symmetripole_Loops,Quadrapole_Loops,Bicycle_Loops,Police_Cam_Loops,Counter_Loops,Total_Loops,Eleven_Metre_Loops,LAMP20W,LAMP30W,LAMP67W,LAMP100W,LED200_3ASP,LED200_2ASP,LED200_1ASP,LED200_WDW,LED200_CDC,AEI200ELV3ASP,AEI200ELV2ASP,AEI200ELV1ASP,AEI200ELVW_DW,AEI200ELVC_DC,SIEMENS200ELV3ASP,SIEMENS200ELV2ASP,SIEMENS200ELV1ASP,SIEMENS200ELVW_DW,SIEMENS200ELVC_DC,SIEMENS300ELV3ASP,SIEMENS300ELV2ASP,SIEMENS300ELV1ASP,SIEMENS300ELVW_DW,SIEMENS300ELVC_DC,Lamp_Change_Date_Red_Green,Lamp_Change_Date_Amber,Push_Button_Type,Push_Buttons,Audible_Push_Button_Type,Audible_Push_Button_Driver_Type,IIT_NO_AUD_PUSH_BTNS,Audible_Push_Button_Driver,RMC_plastic,RMC_iron,IIT_CCTV_NO,IIT_MICROCELL_POLE_NO,Site_Note,Comment_,Company,Contact_Details,Site_Inventory_Carried_Out_By,Site_Inventory_Date,Account,IIT_LATITUDE,IIT_LONGITUDE,IIT_HYPERLINK_1,IIT_HYPERLINK_2,IIT_HYPERLINK_3,GHD_Hyperlink_1,GHD_Hyperlink_2,GHD_Hyperlink_3,GIS_Hyperlink_1,GIS_Hyperlink_2,GIS_Hyperlink_3,GHD_GIS_Hyperlink_1,GHD_GIS_Hyperlink_2,GHD_GIS_Hyperlink_3,IIT_SLK,Road_no,Downer_GIS_Hyperlink_1,Downer_GIS_Hyperlink_2,IIT_HYPERLINK_4,IIT_HYPERLINK_5,IPAddress,POLE_TO_POLE_SYSTEM,FULLY_LED_SITE,IIT_DATE_DECOMMISSIONED,IIT_COMMISSIONED,Modem_Make,Modem_Model,Modem_SerialNumber,IIT_COMMS_TYPE,IIT_SIGNAL_TYPE_Old,IIT_CONTROLLER_TYPE,ITT_PHASE_TYPE_A,ITT_PHASE_TYPE_B,IIT_SIGNAL_TYPE,UPS_Inventory_Carried_Out_Byxxx,UPS_Inventory_Datexxx,Hyperlink_1,Hyperlink_2,Hyperlink_3,Hyperlink_4,Hyperlink_5,Hyperlink_6,Hyperlink_7,Hyperlink_8,Hyperlink_9,Hyperlink_10,TcsNo
"POINT (115.87132301000008 -31.959654990999979)",00012,Traffic Signal,ADELAIDE TCE / BENNETT ST,EAST PERTH,PERTH,1958/05/13 00:00:00,B,2,2PH / PWALK,Good,NEW,1,1,1,1,1,1,0,9631-3179-8,9631-3180-8,,ATC-1008-0579,ATC-1007-0768,2010/11/22 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,2,,,,10,,32 CORE,0,0,4,6,10,,,,,,10,,,,10,,,,,,18,,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,,,,SITE UPGRADED TO BRAUMS LED 23/2/15,ELECTRICAL SERVICES,138 138,M. ODEA,2015/02/23 00:00:00,36 135 7470,-31.959655,115.871323,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM012A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM012B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM012A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM012B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM012A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM012B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM012A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM012B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM012A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM012B.pdf,,,10.0.225.102,1,1,,C,Micro Connect,PSTN,021050,4,7,3,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM012A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM012B.pdf#,-,-,-,-,-,-,-,12
"POINT (115.84662601000002 -31.936417990999928)",00013,Traffic Signal,LOFTUS ST / VINCENT ST,LEEDERVILLE,VINCENT,1958/05/16 00:00:00,C,5,2 X LT / TT,Good,Good,1,1,1,1,1,1,0,9631-3051-9,9631-3052-6,,ATC 1106-0876,ATC 1105-1101,2011/09/22 00:00:00,100,PSC,-,4,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,12,2,,,,14,,51,1,0,10,4,14,3,,,,13,,,,,13,,,,,,32,,,10,4,,,,,,,,,,,,,,,,,,AEI,12,,,,,1,0,,,,Site upgraded to led,ELECTRICAL SERVICES,138 138,G HOLDEN,2013/11/05 00:00:00,36 135 7470,-31.936418,115.846626,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM013A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM013B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM013A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM013B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM013A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM013B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM013A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM013B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM013A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM013B.pdf,,,10.0.224.142,0,1,,C,Micro Connect,PSTN,01179,4,7,3,1,1,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM013A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM013B.pdf#,-,-,-,-,-,-,-,13
"POINT (115.85257101000002 -31.936462990999928)",00014,Traffic Signal,CHARLES ST / VINCENT ST,NORTH PERTH,VINCENT,1958/05/20 00:00:00,C,7,SD / SPLIT,Good,Good,1,1,1,1,1,1,0,9531-3039-10,8620-0556-10,,ATC 1010 0703,ATC-1011-0888,2011/02/08 00:00:00,100,PSC,-,4,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,7,4,,,1,12,,51 CORE,1,0,1,10,11,3,,,,6,5,,,,11,,,,,,28,4,,8,,,,,,,,,,,,,,,,,,,,,ATS,ATS,8,8,1,0,00233,4,1xArial Pole P4 (Telstra),"CAM 233 COMMISSIONED 2/10/12
LED BRAUMS UPGRADE 29/11/2014",ELECTRICAL SERVICES,138 138,M. ODEA,2014/11/29 00:00:00,36 135 7470,-31.936463,115.852571,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM014A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM014B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM014A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM014B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM014A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM014B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM014A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM014B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM014A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM014B.pdf,,,10.28.45.18,0,1,,C,Micro Connect,ADSL,30522,1,7,3,5,11,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM014A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM014B.pdf#,-,-,-,-,-,-,-,14
"POINT (115.84576301000004 -31.939272990999939)",00015,Traffic Signal,LOFTUS ST / NEWCASTLE ST,LEEDERVILLE,PERTH,1958/06/24 00:00:00,C,5,LT / TT,Good,Good,1,1,1,1,1,1,1,9431-3003-9,9431-3004-8,,ATC 1406-2673,ATC 1406-1926,2015/02/11 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,7,4,,,1,12,,51,1,0,,11,11,3,,,,12,,,,0,12,,,,,,24,,3,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,00255,,,"Site upgraded to led
28/02/2013 
Controller upgraded to atsc4 11/2/15",ELECTRICAL SERVICES,138 138,d.clark,2015/02/11 00:00:00,36 135 7470,-31.939273,115.845763,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM015A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM015B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM015A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM015B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM015A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM015B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM015A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM015B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM015A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM015B.pdf,,,10.28.18.18,0,1,,C,Micro Connect,ADSL-LCU,30696,1,7,3,1,1,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM015A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM015B.pdf#,-,-,-,-,-,-,-,15
"POINT (115.85191201000009 -31.942062990999943)",00016,Traffic Signal,CHARLES ST / NEWCASTLE ST,WEST PERTH,PERTH,1958/06/24 00:00:00,A,5,LT / TT,Good,Good,1,1,1,1,1,1,1,9731-3037-14,9731-3038-13,LM A REQUIRES CCTV TO BE ADDED TO,ATC-1207-1207,ATC-1207-1606,2013/02/03 00:00:00,100,PSC,4,2,LARGE,PSTN,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,1,,0,,0,,0,0,1,,0,,,4,9,0,0,1,14,0,32,0,0,11,2,13,0,0,1,0,8,4,0,1,0,13,1,0,0,0,0,25,,,2,,,,,,,,,,,,,,,,,,,ATS,4,,,0,0,0,1,00288,,,27/03/2013 CCTV POLE COMMISSIONED,ELECTRICAL SERVICES,138 138,P CULLEN,2015/04/27 00:00:00,36 135 7470,-31.942063,115.851912,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM016A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM016B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM016A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM016B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM016A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM016B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM016A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM016B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM016A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM016B.pdf,,,10.28.19.18,1,1,,C,Micro Connect,ADSL-LCU,30697,1,7,3,1,1,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM016A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM016B.pdf#,-,-,-,-,-,-,-,16
"POINT (115.84122301000002 -31.936434990999942)",00017,Traffic Signal,OXFORD ST / VINCENT ST,LEEDERVILLE,VINCENT,1958/06/24 00:00:00,C,4,XPED,Good,AVERAGE,1,1,1,1,1,1,0,9831-3039-9,9831-3040-8,,ATC-1001-0390,ATC-1001-0430,2010/03/20 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,PHILIPS NEMA,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,2,,,,10,,29,0,0,,10,10,,2,1,,7,,,1,,8,,,,,,17,,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,0,0,,,,,ELECTRICAL SERVICES,138 138,G HOLDEN,2011/11/07 00:00:00,36 135 7470,-31.936435,115.841223,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM017A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM017B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM017A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM017B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM017A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM017B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM017A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM017B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM017A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM017B.pdf,,,10.48.9.18,1,1,,C,Micro Connect,PSTN,03494,4,7,3,1,7,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM017A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM017B.pdf#,-,-,-,-,-,-,-,17
"POINT (115.86106701000006 -31.946279990999983)",00018,Traffic Signal,NEWCASTLE ST / WILLIAM ST,PERTH,PERTH,1958/07/01 00:00:00,C,3,3PH,fair,FAIR,1,1,1,1,1,1,1,9931-780-7,9831-3034-4,New LMA as-con handed out 14/1/15,ATC 1302-1399,ATC 1302-1953,2013/04/20 00:00:00,100,PSC,1,3,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,7,,,,1,8,,,0,1,,7,7,,,1,,8,,,8,,16,,,,0,0,18,,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,00281,,"LED UPGRADE 30/1/12
Aldridge led",17/7/2013 CCTV COMMISSIONED,ELECTRICAL SERVICES,138 138,P CULLEN,2014/09/17 00:00:00,36 135 7470,-31.94628,115.861067,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM018A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM018B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM018A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM018B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM018A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM018B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM018A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM018B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM018A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM018B.pdf,,,10.28.46.18,0,1,,C,Micro Connect,ADLS-LCM,30710,1,7,3,13,1,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM018A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM018B.pdf#,-,-,-,-,-,-,-,18
"POINT (115.86362101000009 -31.941069990999949)",00019,Traffic Signal,BULWER ST / WILLIAM ST,PERTH,VINCENT,1958/07/01 00:00:00,A,2,2PH,GOOD,GOOD,1,1,1,1,1,1,0,9831-3247-5,8720-422-2,,ATC-1408-2005,ATC-1407-2816,2015/04/22 00:00:00,100,PSC,-,1,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,,,,,8,,32,0,0,7,1,8,,,,,2,6,,,,8,,,,,,15,,,,,,,,,,,,,,,,,,,,,,AEI/ATS,8,,,,,1,1,,,,"SITE UPGRADED TO BRAUMS LED 19/2/15
CONTROLLER UPGRADED TO ATSC4 22/4/15",ELECTRICAL SERVICES,138 138,T THATCHER,2015/04/22 00:00:00,36 135 7470,-31.94107,115.863621,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM019A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM019B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM019A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM019B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM019A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM019B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM019A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM019B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM019A.PDF,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM019B.pdf,,,10.0.225.126,1,1,,C,Micro Connect,PSTN,21413,4,7,3,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM019A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM019B.pdf#,-,-,-,-,-,-,-,19
"POINT (115.85874701000012 -31.949976990999971)",00020,Traffic Signal,ROE ST / WILLIAM ST,PERTH,PERTH,1958/07/08 00:00:00,G,4,LT,GOOD,GOOD,1,1,1,1,1,1,1,9431-3147-12,9431-3148-9,"LM A REQUIRES CCTV TO BE ADDED TO
LMA & B  REQUIRED AS-CONS",ATC-1005-0496,ATC-1007-0728,2011/04/03 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,7,4,,,1,12,,,0,1,,11,11,,,,,8,,,,,8,,,,,,20,,4,8,2,,,,,,,,,,,,,,,,,,,,ATS,ATS,8,8,1,0,00260,,POLE 9 CCTV,29/02/2013 CCTV POLE COMMISSIONED,ELECTRICAL SERVICES,138 138,C CULLEN,2014/09/04 00:00:00,36 135 7470,-31.949977,115.858747,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM020A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM020B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM020A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM020B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM020A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM020B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM020A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM020B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM020A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM020B.pdf,,,10.28.48.18,0,1,,C,Micro Connect,ADSL,30704,1,7,3,9,1,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM020A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM020B.pdf#,-,-,-,-,-,-,-,20
"POINT (115.85932401000002 -31.949087990999942)",00021,Traffic Signal,JAMES ST / WILLIAM ST,PERTH,PERTH,1958/07/08 00:00:00,B,3,XPED,GOOD,GOOD,1,1,1,1,1,1,0,9831-3577-10,8720-444-7,NEW AS-CONS REQUIRED,ATC-0906-0236,ATC-0905-0236,2013/04/20 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,,,,,8,,,0,1,,8,8,,,,,,4,,,,4,,,,,,12,,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,,,Aldridge led,,ELECTRICAL SERVICES,138 138,G HOLDEN,2013/09/02 00:00:00,36 135 7470,-31.949088,115.859324,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM021A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM021B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM021A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM021B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM021A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM021B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM021A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM021B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM021A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM021B.pdf,,,10.0.225.142,0,1,,C,Micro Connect,PSTN,03253,4,7,3,13,7,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM021A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM021B.pdf#,-,-,-,-,-,-,-,21
"POINT (115.85112401000004 -31.952970990999972)",00022,Traffic Signal,ST GEORGES TCE / CNR MILLIGAN ST,PERTH,PERTH,1958/07/23 00:00:00,B,4,SPLIT / XPED,Good,GOOD,1,1,1,1,1,1,0,9631-3258-13 + 14,9631-3259-13,,ATC-1008-0592,ATC-1007-0729,2010/12/18 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,4,,,,12,,29 CORE,0,0,9,3,12,,,,,,11,,,,11,,,,,,19,2,4,8,,,,,,,,,,,,,,,,,,,,,ATS,AEI,8,8,1,0,,,,,ELECTRICAL SERVICES,138 138,C DOWDEN,2013/02/19 00:00:00,36 135 7470,-31.952971,115.851124,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM022A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM022B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM022A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM022B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM022A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM022B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM022A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM022B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM022A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM022B.pdf,,,10.28.20.18,1,1,,C,Micro Connect,PSTN,01208,4,7,3,9,7,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM022A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM022B.pdf#,-,-,-,-,-,-,-,22
